drug name,molecular_formula,smiles,,drug class
Prasugrel,C20H20FNO3S,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,,Antithrombotic Agents|Antiplatelet Agents
Riociguat,C20H19FN8O2,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,,Pulmonary Arterial Hypertension Agents
Dolutegravir,C20H19F2N3O5,C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,,Antiviral Agents
Berberine,C20H18NO4+,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,,Herbal and Dietary Supplements
Sulindac,C20H17FO3S,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,,Nonsteroidal Antiinflammatory Drugs
Pexidartinib,C20H15ClF3N5,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F,,Antineoplastic Agents|Protein Kinase Inhibitors
Etravirine,C20H15BrN6O,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,,Antiviral Agents
Enfuvirtide,C204H301N51O64,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](CC7=CC=CC=C7)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CN=CN8)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)C,,Antiviral Agents
Dicyclomine,C19H35NO2,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,,Anticholinergic Agents
Fingolimod,C19H33NO2,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,,Multiple Sclerosis Agents
Perindopril,C19H32N2O5,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,,Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors
Glycopyrrolate,C19H28BrNO3,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],,Gastrointestinal Agents|Anticholinergic Agents
Nateglinide,C19H27NO3,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,,Antidiabetic Agents
Tetrabenazine,C19H27NO3,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,,"Genetic Disorder Agents, Huntington Disease Agents (for Chorea)"
Pentazocine,C19H27NO,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,,Opioids
Alfuzosin,C19H27N5O4,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,,Benign Prostatic Hypertrophy Agents
Dofetilide,C19H27N3O5S2,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,,Antiarrhythmic Agents
Pergolide,C19H26N2S,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,,Antiparkinson Agents
Rotigotine,C19H25NOS,CCCN(CCC1=CC=CS1)[C@H]2CCC3=C(C2)C=CC=C3O,,Antiparkinson Agents
Terazosin,C19H25N5O4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,,Antihypertensive Agents|Benign Prostatic Hypertrophy Agents
Bortezomib,C19H25BN4O4,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,,Antineoplastic Agents|Protein Kinase Inhibitors
Pentamidine,C19H24N4O2,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,,Antifungal Agents
Labetalol,C19H24N2O3,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,,Beta-Adrenergic Receptor Antagonists
Praziquantel,C19H24N2O2,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,,Anthelmintic Agents
Imipramine,C19H24N2,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,,Antidepressant Agents
Trimetrexate,C19H23N5O3,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,,Antineoplastic Agents
Clomipramine,C19H23ClN2,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,,Antidepressant Agents
Tiotropium,C19H22NO4S2+,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C,,Anticholinergic Agents
Triprolidine,C19H22N2,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,,Antihistamines
Alpelisib,C19H22F3N5O2S,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,,Antineoplastic Agents|Tyrosine Kinase Inhibitors
Trazodone,C19H22ClN5O,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,,Antidepressant Agents
Naloxone,C19H21NO4,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,,Opioid Antagonists; see also|Substance Abuse Treatment Agents
Doxepin,C19H21NO,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31,,Antidepressant Agents
Prazosin,C19H21N5O4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,,Antihypertensive Agents
Isradipine,C19H21N3O5,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,,"Cardiovascular Agents,|Calcium Channel Blockers"
Zolpidem,C19H21N3O,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,,Sedatives and Hypnotics
Nortriptyline,C19H21N,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,,Antidepressant Agents
Protriptyline,C19H21N,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,,Antidepressant Agents
Niraparib,C19H20N4O,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,,Antineoplastic Agents|Protein Kinase Inhibitors
Pioglitazone,C19H20N2O3S,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,,Antidiabetic Agents
Paroxetine,C19H20FNO3,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,,Antidepressant Agents
Macitentan,C19H20Br2N6O4S,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,,Pulmonary Arterial Hypertension Agents
Oxacillin,C19H19N3O5S,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,,Penicillin (Penicillinase-Resistant)
Voxelotor,C19H19N3O3,CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O,,"Genetic Disorder Agents,|Hematologic|Sickle Cell Disease Agents"
Darolutamide,C19H19ClN6O2,C[C@@H](CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O,,Antineoplastic Agents|Antiandrogens
Rucaparib,C19H18FN3O,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,,Antineoplastic Agents|Protein Kinase Inhibitors
Lasmiditan,C19H18F3N3O2,CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F,,Migraine Headache Agents
Rivaroxaban,C19H18ClN3O5S,C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,,Antithrombotic Agents|Anticoagulants
Enasidenib,C19H17F6N7O,CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O,,Antineoplastic Agents|Protein Kinase Inhibitors
Dicloxacillin,C19H17Cl2N3O5S,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,,Penicillin (Penicillinase-Resistant)
Warfarin,C19H16O4,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,,Antithrombotic Agents|Anticoagulants
Indomethacin,C19H16ClNO4,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,,Nonsteroidal Antiinflammatory Drugs
Tecovirimat,C19H15F3N2O3,C1[C@@H]2[C@H]1[C@@H]3C=C[C@H]2[C@@H]4[C@H]3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F,,Antiviral Agents
Talazoparib,C19H14F2N6O,CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,,Antineoplastic Agents|Protein Kinase Inhibitors
Vismodegib,C19H14Cl2N2O3S,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,,Antineoplastic Agents|Protein Kinase Inhibitors
Tobramycin,C18H37N5O9,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,,Aminoglycosides
Clindamycin,C18H33ClN2O5S,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,,Antiinfective Agents
Bisoprolol,C18H31NO4,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,,Beta-Adrenergic Receptor Antagonists
Betaxolol,C18H29NO3,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,,Beta-Adrenergic Receptor Antagonists
Penbutolol,C18H29NO2,CC(C)(C)NC[C@@H](COC1=CC=CC=C1C2CCCC2)O,,Beta-Adrenergic Receptor Antagonists
Acebutolol,C18H28N2O4,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,,Beta-Adrenergic Receptor Antagonists
Prucalopride,C18H26ClN3O3,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl,,Gastrointestinal Agents
Hydroxychloroquine,C18H26ClN3O,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,,Antirheumatic Agents
Chloroquine,C18H26ClN3,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,,Antimalarial Agents|Hydroxychloroquine
Saxagliptin,C18H25N3O2,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N,,Antidiabetic Agents|Incretin-Based Drugs
Orphenadrine,C18H23NO,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,,Muscle Relaxants
Vortioxetine,C18H22N2S,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,,Antidepressant Agents
Desipramine,C18H22N2,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,,Antidepressant Agents
Omacetaxine,C18H21NO4,COC1=C[C@]23CCCN2CCC4=CC5=C(C=C4[C@@H]3[C@@H]1O)OCO5,,Antineoplastic Agents
Oxycodone,C18H21NO4,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,,Opioids
Codeine,C18H21NO3,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,,Opioids
Hydrocodone,C18H21NO3,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,,Opioids
Alogliptin,C18H21N5O2,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCC[C@H](C3)N,,Antidiabetic Agents|Incretin-Based Drugs
Rabeprazole,C18H21N3O3S,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,,Antiulcer Agents
Gemifloxacin,C18H20FN5O4,CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,,Antiinfective Agents
Levofloxacin,C18H20FN3O4,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,,Antiinfective Agents
Ofloxacin,C18H20FN3O4,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,,Antiinfective Agents
Duloxetine,C18H19NOS,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,,Antidepressant Agents
Rosiglitazone,C18H19N3O3S,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,,Antidiabetic Agents
Clozapine,C18H19ClN4,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,,Antipsychotic Agents
Felodipine,C18H19Cl2NO4,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,,"Cardiovascular Agents,|Calcium Channel Blockers"
Ceftriaxone,C18H18N8O7S3,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O,,"Antiinfective Agents,|Cephalosporins"
Loxapine,C18H18ClN3O,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,,Antipsychotic Agents
UsnicAcid,C18H16O7,CC1=C(C(=C2C(=C1O)[C@]3(C(=CC(=C(C3=O)C(=O)C)O)O2)C)C(=O)C)O,,Herbal and Dietary Supplements
Crofelemer,C18H16N2O3,COC1=CC=CC=C1CNC(=O)C2=NOC(=C2)C3=CC=CC=C3,,Gastrointestinal Agents|Herbal and Dietary Supplements
Oxaprozin,C18H15NO3,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,,Nonsteroidal Antiinflammatory Drugs
Sulfasalazine,C18H14N4O5S,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,,Antiinfective Agents|Sulfonamides
Bicalutamide,C18H14F4N2O4S,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,,Antineoplastic Agents|Antiandrogens
Midazolam,C18H13ClFN3,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,,Sedatives and Hypnotics|Benzodiazepines
Delafloxacin,C18H12ClF3N4O4,C1C(CN1C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4=C(C=C(C(=N4)N)F)F)F)O,,Antiinfective Agents
Semaglutide,C187H291N45O59,CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@H](C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC6=CN=CN6)N,,Antidiabetic Agents
Exenatide,C184H282N50O60S,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N6CCC[C@H]6C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC8=CC=CC=C8)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC9=CNC=N9)N,,Antidiabetic Agents
Teriparatide,C181H291N55O51S2,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC5=CNC=N5)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CO)N,,"Osteoporosis Agents, Hormonal Agents"
Nadolol,C17H27NO4,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,,Beta-Adrenergic Receptor Antagonists
Venlafaxine,C17H27NO2,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,,Antidepressant Agents
Pitolisant,C17H26ClNO,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl,,CNS Stimulants
Sibutramine,C17H26ClN,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,,Weight Loss Agents
Meropenem,C17H25N3O5S,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,,Antiinfective Agents|Carbapenems
Phencyclidine,C17H25N,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,,"Agents of Abuse; Anesthetics, General (withdrawn from market)"
Cangrelor,C17H25Cl2F3N5O12P3S2,CSCCNC1=C2C(=NC(=N1)SCCC(F)(F)F)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O,,Antithrombotic Agents|Antiplatelet Agents
Hyoscyamine,C17H23NO3,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3,,Gastrointestinal Agents|Anticholinergic Agents
Levorphanol,C17H23NO,CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,,Opioids
Doxylamine,C17H22N2O,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,,Antihistamines
Cocaine,C17H21NO4,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,,CNS Stimulants
Etodolac,C17H21NO3,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,,Nonsteroidal Antiinflammatory Drugs
Galantamine,C17H21NO3,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,,Alzheimer Disease Agents
Atomoxetine,C17H21NO,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,,Central Nervous System Stimulants|ADHD Agents
Diphenhydramine,C17H21NO,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,,Antihistamines
Phenyltoloxamine,C17H21NO,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2,,Antihistamines
Mycophenolate,C17H20O6,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,,Transplant Agents|Antirheumatic Agents
Olanzapine,C17H20N4S,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,,Antipsychotic Agents
Promethazine,C17H20N2S,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,,Antihistamines
Flecainide,C17H20F6N2O3,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,,Antiarrhythmic Agents
Morphine,C17H19NO3,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,,Opioids
Anastrozole,C17H19N5,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,,Antineoplastic Agents|Aromatase Inhibitors
Omeprazole,C17H19N3O3S,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,,Antiulcer Agents
Mirtazapine,C17H19N3,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,,Antidepressant Agents
Safinamide,C17H19FN2O2,C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,,Antiparkinson Agents
Upadacitinib,C17H19F3N6O,CC[C@@H]1CN(C[C@@H]1C2=CN=C3N2C4=C(NC=C4)N=C3)C(=O)NCC(F)(F)F,,Antirheumatic Agents|Protein Kinase Inhibitors
Chlorpromazine,C17H19ClN2S,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,,Gastrointestinal Agents;|Antipsychotic Agents
Ruxolitinib,C17H18N6,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,,Antineoplastic Agents|Protein Kinase Inhibitors|COVID-19 Drugs
Nifedipine,C17H18N2O6,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,,"Cardiovascular Agents,|Calcium Channel Blockers"
Ciprofloxacin,C17H18FN3O3,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,,Antiinfective Agents
Fluoxetine,C17H18F3NO,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,,Antidepressant Agents
Apomorphine,C17H17NO2,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,,Antiparkinson Agents
Griseofulvin,C17H17ClO6,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,,Antifungal Agents
Eszopiclone,C17H17ClN6O3,CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,,Sedatives and Hypnotics
Sertraline,C17H17Cl2N,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,,Antidepressant Agents
Mefloquine,C17H16F6N2O,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,,Antimalarial Agents
Asenapine,C17H16ClNO,CN1C[C@@H]2[C@@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,,Antipsychotic Agents
Amoxapine,C17H16ClN3O,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,,Antidepressant Agents
Zaleplon,C17H15N5O,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,,Sedatives and Hypnotics
Tedizolid,C17H15FN6O3,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4C[C@@H](OC4=O)CO)F,,Antiinfective Agents
Selumetinib,C17H15BrClFN4O3,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,,"Genetic Disorder Agents,|Antineoplastic Agents|Protein Kinase Inhibitors"
Rofecoxib,C17H14O4S,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,,Nonsteroidal Antiinflammatory Drugs
