drug name,drug class
Cyclizine,Breast Feeding|Lactation|Antiemetics|Antihistamines|Anti-Allergic Agents|Gastrointestinal Agents
Estazolam,"Breast Feeding|Lactation|Milk, Human|Benzodiazepines|Hypnotics and Sedatives"
Spinosad,"Breast Feeding|Lactation|Milk, Human|Insecticides"
Rho(D) Immune Globulin,"Breast Feeding|Lactation|Milk, Human|Antibodies|Immunoglobulins|Immunoglobulin G"
Benzocaine,"Breast Feeding|Lactation|Anesthetics, Local"
Dibucaine,"Breast Feeding|Lactation|Anesthetics, Local"
Selegiline,Breast Feeding|Lactation|Antiparkinson Agents|Monoamine Oxidase Inhibitors|Neuroprotective Agents
Dienogest,"Breast Feeding|Lactation|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic"
Amisulpride,Breast Feeding|Lactation|Antipsychotic Agents|Dopamine Antagonists
"Dexamethasone, Topical","Breast Feeding|Lactation|Milk, Human|Corticosteroids, Topical|Corticosteroids, Ophthalmic|Glucocorticoids|Anti-Inflammatory Agents|Dermatologic Agents"
Carbimazole,"Breast Feeding|Lactation|Milk, Human|Antithyroid Agents|Thionamides"
Dothiepin,"Breast Feeding|Lactation|Milk, Human|Human|Antidepressive Agents|Antidepressive Agents, Tricyclic|Adrenergic Uptake Inhibitors"
Estradiol Cypionate,Breast Feeding|Lactation|Estrogens|Hormones
Estradiol Valerate,Breast Feeding|Lactation|Estrogens|Hormones
Flupenthixol,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents|Dopamine Antagonists"
Mianserin,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Second-Generation|Serotonin Antagonists"
Moclobemide,Breast Feeding|Lactation|Antidepressive Agents|Monoamine Oxidase Inhibitors
Reboxetine,"Breast Feeding|Lactation|Milk, Human|Adrenergic Uptake Inhibitors|Antidepressive Agents"
Dexamethasone,"Breast Feeding|Lactation|Corticosteroids, Systemic|Glucocorticoids|Anti-Inflammatory Agents"
Zuclopenthixol,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents|Dopamine Antagonists"
Azilsartan,Breast Feeding|Lactation|Antihypertensive Agents|Angiotensin II Type 1 Receptor Blockers|Angiotensin Receptor Blockers|ARBs
St. John's Wort,"Breast Feeding|Lactation|Anti-Anxiety Agents|Antidepressive Agents|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Milk Thistle,"Breast Feeding|Lactation|Milk, Human|Antioxidants|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal|Protective Agents"
Lecithin,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Food|Phospholipids"
Comfrey,"Breast Feeding|Lactation|Anti-Inflammatory Agents|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Cabbage,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Blessed Thistle,"Breast Feeding|Lactation|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
Anise,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
Stinging Nettle,"Breast Feeding|Lactation|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
Dexbrompheniramine,Breast Feeding|Lactation|Antihistamines
Fenugreek,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
Blue Cohosh,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Black Cohosh,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Garlic,"Breast Feeding|Lactation|Complementary Therapies|Food|Galactogogues|Phytotherapy|Plants, Medicinal"
Fidaxomicin,Breast Feeding|Lactation|Anti-Infective Agents|Macrocyclic Antibiotics
Caspofungin,"Breast Feeding|Lactation|Milk, Human|Antifungal Agents|Echinocandins"
Raspberry,"Breast Feeding|Lactation|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
Ginger,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Coenzyme Q10,Breast Feeding|Lactation|Complementary Therapies|Coenzymes
Dexchlorpheniramine,Breast Feeding|Lactation|Antihistamines
Borage,"Breast Feeding|Lactation|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
Caraway,"Breast Feeding|Lactation|Complementary Therapies|Food|Galactogogues|Phytotherapy|Plants, Medicinal"
Coriander,"Breast Feeding|Lactation|Complementary Therapies|Food|Galactogogues|Phytotherapy|Plants, Medicinal"
Fennel,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
Vilazodone,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Gemifloxacin,Breast Feeding|Lactation|Fluoroquinolones|Quinolones
Orlistat,Breast Feeding|Lactation|Enzyme Inhibitors|Anti-Obesity Agents
Rotigotine,Breast Feeding|Lactation|Dopamine Agonists
Rituximab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Antirheumatic Agents|Antineoplastic Agents"
Quniupristin-Dalfopristin,Breast Feeding|Lactation|Anti-Bacterial Agents|Anti-Infective Agents|Protein Synthesis Inhibitors
Diclofenac,"Breast Feeding|Lactation|Milk, Human|Analgesic Agents|Nonsteroidal Antiinflammatory Agents"
Omalizumab,"Breast Feeding|Lactation|Milk, Human|Anti-Allergic Agents|Anti-Asthmatic Agents|Antibodies, Monoclonal|Antibodies, Anti-Idiotypic"
Nebivolol,Breast Feeding|Lactation|Adrenergic beta-Antagonists|Antihypertensive Agents|Vasodilator Agents
Alemtuzumab,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Antibodies, Monoclonal, Humanized|Immunosuppressive Agents"
Abatacept,"Breast Feeding|Lactation|Milk, Human|Antirheumatic Agents"
Tinzaparin,Breast Feeding|Lactation|Anticoagulants|Low Molecular Weight Heparin
Eleuthero,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Chasteberry,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Chamomile,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Ginkgo,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Echinacea,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Dicloxacillin,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Penicillins
Wild Asparagus,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
Ginseng,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Valerian,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Sage,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Goat's Rue,"Breast Feeding|Lactation|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
Rilpivirine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Enfuvirtide,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Fusion Inhibitors"
Alglucosidase Alfa,"Breast Feeding|Lactation|Milk, Human|Enzymes|Enzyme Replacement Therapy"
Pregabalin,"Breast Feeding|Lactation|Milk, Human|Analgesics|Anticonvulsants"
Chlorella,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Diflorasone,"Breast Feeding|Lactation|Corticosteroids, Topical|Glucocorticoids|Anti-Inflammatory Agents"
Capsicum,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Bilberry,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Basil,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Barley,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Food|Galactogogues|Phytotherapy|Plants, Medicinal"
Arnica,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Aloe,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Alfalfa,Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy; Plants|Medicinal
Hawthorn,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Geranium,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Hops,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Diflunisal,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Elderberry,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Dong Quai,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Cranberry,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Nutmeg,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Marshmallow,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Licorice,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Lemon Balm,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Lanolin,"Breast Feeding|Lactation|Milk, Human|Cosmetics|Pharmaceutic Aids|Waxes"
Jasmine,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Oregano,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Turmeric,Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plant Extracts|Galactogogues
Green Tea,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Stevia,"Breast Feeding|Lactation|Plants, Medicinal|Sweetening Agents"
Spirulina,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Seaweed,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Peppermint,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal|Gastrointestinal Agents"
Vervain,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Creatine,Breast Feeding|Lactation|Complementary Therapies
Clobazam,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Benzodiazepines"
Chondroitin,Breast Feeding|Lactation|Complementary Therapies|Glycosaminoglycans
Calendula,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Buckthorn,"Breast Feeding|Lactation|Cathartics|Complementary Therapies|Gastrointestinal Agents|Phytotherapy|Plants, Medicinal"
Betony,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Belladonna,"Breast Feeding|Lactation|Mydriatics|Parasympatholytics|Muscarinic Antagonists|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Feverfew,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Rhubarb,"Breast Feeding|Lactation|Cathartics|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Melatonin,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Central Nervous System Depressants|Antioxidants"
Levocarnitine,Breast Feeding|Lactation|Complementary Therapies
Lavender,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Goldenseal,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Dimenhydrinate,Breast Feeding|Lactation|Antihistamines|Antiemetics|Gastrointestinal Agents
Glucosamine,Breast Feeding|Lactation|Complementary Therapies
Gentian Violet,"Breast Feeding|Lactation|Anti-Infective Agents, Local"
SAM-e,Breast Feeding|Lactation|Complementary Therapies
Anakinra,"Breast Feeding|Lactation|Milk, Human|Antirheumatic Agents|Cytokines"
Dandelion,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Cumin,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Coleus,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Castor,"Breast Feeding|Lactation|Cathartics|Complementary Therapies|Oils|Phytotherapy|Plants, Medicinal"
Black Seed,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Dill,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Diphenhydramine,Breast Feeding|Lactation|Antihistamines
Resveratrol,Breast Feeding|Lactation|Complementary Therapies
Parsley,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants,Medicinal"
Papaya,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Hibiscus,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Euphorbia,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Tea Tree Oil,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents, Local|Complementary Therapies|Oils|Phytotherapy|Plants, Medicinal"
Mineral Oil,Breast Feeding|Lactation|Emollients|Gastrointestinal Agents|Laxatives
Salsalate,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Choline Magnesium Salicylate,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
C1 Esterase Inhibitor,"Breast Feeding|Lactation|Milk, Human|Complement C1 Inactivator Proteins"
Disopyramide,"Breast Feeding|Lactation|Milk, Human|Antiarrhythmics"
Acupuncture,"Breast Feeding|Lactation|Milk, Human|Acupuncture Therapy|Acupressure|Complementary Therapies|Galactogogues"
Astragalus,"Breast Feeding|Lactation|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
Bitter Orange,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Carrot,"Breast Feeding|Lactation|Complementary Therapies|Food|Phytotherapy|Plants, Medicinal"
Evening Primrose,"Breast Feeding|Lactation|Complementary Therapies|Oils|Phytotherapy|Plants, Medicinal"
Flaxseed,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Food|Galactogogues|Laxatives|Oils|Phytotherapy|Plants, Medicinal"
Garcinia,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Glucomannan,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Marine Oils,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Food|Oils|Phytotherapy|Plants, Medicinal"
Moringa,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Food|Galactogogues|Phytotherapy|Plants, Medicinal"
Dorzolamide,Breast Feeding|Lactation|Antiglaucoma Agents|Carbonic Anhydrase Inhibitors
Peanut,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Food|Galactogogues|Phytotherapy|Plants, Medicinal"
Peony,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Uva Ursi,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal|Anti-Infective Agents, Urinary"
Willow Bark,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Withania,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Beta-Carotene,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Carotenoids|Food|Vitamins"
Retapamulin,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents, Local|Anti-Bacterial Agents"
Sodium Phosphate,Breast Feeding|Lactation|Cathartics|Electrolyte|Gastrointestinal Agents|Minerals
Tafluprost,"Breast Feeding|Lactation|Milk, Human|Antiglaucoma Agents|Prostaglandins"
Doxorubicin,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Antibiotics, Antineoplastic|Topoisomerase II Inhibitors"
Fluorouracil,"Breast Feeding|Lactation|Antimetabolites|Antineoplastic Agents|Antimetabolites, Antineoplastic|Immunosuppressive Agents"
Gadobutrol,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Adenovirus Type 4 and Type 7 Vaccine,Breast Feeding|Lactation|Vaccines
Ioflupane I 123,Breast Feeding|Lactation|Radiopharmaceuticals|Iodine Radioisotopes|Diagnostic Agents
Indacaterol,Breast Feeding|Lactation|Anti-Asthmatic Agents|Beta Adrenergic Agonists|Bronchodilator Agents
Peginesatide,Breast Feeding|Lactation|Colony-Stimulating Factors|Hematinics|Hematopoietic Cell Growth Factors
Taliglucerase Alfa,Breast Feeding|Lactation|Enzymes|Enzyme Replacement Therapy
Treprostinil,Breast Feeding|Lactation|Antihypertensive Agents|Prostaglandins
Eculizumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Dermatologic Agents"
Phexxi,Breast Feeding|Lactation|Contraceptive Agents|Spermatocidal Agents
Ticovac,Breast Feeding|Lactation|Vaccines
V_parviflorum,"Breast Feeding|Lactation|Milk, Human|False Hellbores"
abobotulinumtoxinA,Breastfeeding|Lactation|Bacterial Toxins|Neuromuscular Agents|Neurotoxins
abrocitinib,"Breast Feeding|Lactation|Milk, Human|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors|Janus Kinase Inhibitors|JAK Inhibitors"
acamprosate,"Breast Feeding|Lactation|Milk, Human|Alcohol Deterrents|Central Nervous System Agents"
aducanumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized"
agomelatine,Breast Feeding|Lactation|Antidepressants
alpelisib,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents"
amdinocillin,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents, Urinary|Anti-Bacterial Agents|Beta-Lactams|Penicillins"
aminolevulinic,"Breast Feeding|Lactation|Milk, Human|Dermatologic Agents|Photosensitizing Agents"
amivantamab,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents, Immunological|Antibodies, Bispecific|Antibodies, Monoclonal"
anacaulase,"Breast Feeding|Lactation|Milk, Human|Enzymes"
anagrelide,Breast Feeding|Lactation|Fibrinolytic Agents|Platelet Aggregation Inhibitors
anidulafungin,"Breast Feeding|Lactation|Milk, Human|Antifungal Agents|Echinocandins"
anifrolumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized"
ansuvimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Antibodies, Viral|Antiviral Agents"
anthralin,"Breast Feeding|Lactation|Milk, Human|Dermatologic Agents"
asparaginase,Breast Feeding|Lactation|Antineoplastic Agents|Enzymes
atogepant,"Breast Feeding|Lactation|Milk, Human|Analgesics|Calcitonin Gene Related Peptide Receptor Antagonists|CGRP-R Inhibitors"
avalglucosidase_a,"Breast Feeding|Lactation|Milk, Human|Enzymes|Enzyme Replacement Therapy"
avapritinib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors|Tyrosine Kinase Inhibitors
avatrombopag,"Breast Feeding|Lactation|Receptors, Thrombopoietin"
bamlanivimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Antibodies, Viral|Antiviral Agents"
bebtelovimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized|Antibodies, Viral|Antiviral Agents"
belantamab_mafodotin,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized|Antineoplastic Agents"
bempedoic_acid,"Breast Feeding|Lactation|Milk, Human|Anticholesteremic Agents|Antilipemic Agents|Hypolipidemic Agents|Enzyme Inhibitors"
berotralstat,"Breast Feeding|Lactation|Milk, Human|Serine Proteinase Inhibitors"
black_pepper,Breast Feeding|Lactation|Cytochrome P-450 Enzyme Inhibitors
brewers_yeast,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Galactogogues"
brincidofovir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antiviral Agents"
brotizolam,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
cabotegravir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Anti-Retroviral Agents|Antiviral Agents|HIV Integrase Inhibitors"
calaspargase_pegol,Breast Feeding|Lactation|Antineoplastic Agents|Enzymes
capmatinib,"Breast Feeding|Lactation|Milk, Human|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors"
capsaicin,Breast Feeding|Lactation|Analgesics|Catechols
casirivimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Antibodies, Viral|Antiviral Agents"
cedazuridine,Breast Feeding|Lactation|Antimetabolites|Antineoplastic Agents|Enzyme Inhibitors
cefiderocol,Breast Feeding|Lactation|Anti-Bacterial Agents|Anti-Infective Agents|Cephalosporins
cenobamate,Breast Feeding|Lactation|Anticonvulsants
cidofovir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antiviral Agents"
clascoterone,"Breast Feeding|Lactation|Milk, Human|Androgen Antagonists|Androgen Receptor Antagonists"
clotiazepam,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
conbercept,Breast Feeding|Lactation|Angiogenesis Inhibitors
crisaborole,Breast Feeding|Lactation|Enzyme Inhibitors|Phosphodiesterase Inhibitors
crizanlizumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized"
crotalid_antivenin,Breast Feeding|Lactation|Antibodies|Antivenins
cyclamate,"Breast Feeding|Lactation|Milk, Human|Artificial Sweeteners|Sweetening Agents"
cytarabine,"Breast Feeding|Lactation|Antimetabolites, Antineoplastic|Immunosuppressive Agents|Nucleosides"
dapivirine,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents"
daprodustat,"Breast Feeding|Lactation|Milk, Human|Enzyme Inhibitors|Prolyl-Hydroxylase Inhibitors"
daridorexant,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Orexin Receptor Antagonists|Sleep Aids, Pharmaceutical"
dasiglucagon,Breast Feeding|Lactation|Gastrointestinal Agents|Hormones
decitabine,Breast Feeding|Lactation|Antimetabolites|Antineoplastic Agents|Enzyme Inhibitors
denileukin_diftitox,Breast Feeding|Lactation|Antineoplastic Agents|Biological Response Modifier
deucravacitinib,"Breast Feeding|Lactation|Milk, Human|Dermatologic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Tyrosine Kinase Inhibitors|Signal Transduction Inhibitors|Janus Kinase Inhibitors|JAK Inhibitors"
diazoxide,"Breast Feeding|Lactation|Milk, Human|Antihypertensive Agents|Vasodilator Agents|Blood Glucose|Glycemic Control"
dihydroergotamine,"Breast Feeding|Lactation|Analgesics, Non-Narcotic|Dopamine Agonists|Vasoconstrictor Agents"
dimethylsulfone,Breast Feeding|Lactation|Anti-Inflammatory Agents
diroximel_fumarate,"Breast Feeding|Lactation|Milk, Human|Dermatologic Agents|Immunosuppressive Agents|Radiation-Sensitizing Agents"
disulfiram,"Breast Feeding|Lactation|Milk, Human|Alcohol Deterrents|Acetaldehyde Dehydrogenase Inhibitors"
dolasetron,Breast Feeding|Lactation|Antiemetics|Gastrointestinal Agents|Serotonin Antagonists|Serotonin 5-HT3 Receptor Antagonists
dostarlimab,"Breast Feeding|Lactation|Antibodies, Monoclonal, Humanized|Antineoplastic Agents"
dyclonine,"Breast Feeding|Lactation|Anesthetics, Local"
ebastine,Breast Feeding|Lactation|Antihistamines|Nonsedating Antihistamines
ecallantide,"Breast Feeding|Lactation|Analgesics|Anti-Inflammatory Agents, Non-Steroidal|Kallikreins"
edotreotide_Ga-68,Breast Feeding|Lactation|Radiopharmaceuticals|Diagnostic Agents|Gallium Radioisotopes
efgartigimod_alfa,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized"
elapegademase,Breast Feeding|Lactation|Enzymes|Enzyme Replacement Therapy|Adenosine Deaminase Inhibitors
eliglustat,Breast Feeding|Lactation|Enzyme Inhibitors|Glycoside Hydrolase Inhibitors
eltrombopag,"Breast Feeding|Lactation|Milk, Human|Receptors, Thrombopoietin"
enfortumab,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents"
eplerenone,"Breast Feeding|Lactation|Milk, Human|Antihypertensive Agents|Mineralocorticoid Receptor Antagonists"
eptinezumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized"
erdafitinib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors
eribulin,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Antimitotic Agents"
etesevimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Antibodies, Viral|Antiviral Agents"
ethyl_loflazepate,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
etizolam,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
evinacumab,"Breast Feeding|Lactation|Milk, Human|Anticholesteremic Agents|Antilipemic Agents"
faricimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Angiogenesis Inhibitors"
favipiravir,"Breast Feeding|Lactation|Milk, Human|Antiviral Agents"
febuxostat,Breast Feeding|Lactation|Antigout Agents|Gout Suppressants
fedratinib,Breast Feeding|Lactation|Enzyme Inhibitors|Protein Kinase Inhibitors|Tyrosine Kinase Inhibitors|Signal Transduction Inhibitors|Janus Kinase Inhibitors|JAK Inhibitors
finerenone,Breast Feeding|Lactation|Mineralocorticoid Receptor Antagonists
fluoroestradiol_F18,"Breast Feeding|Lactation|Milk, Human|Radiopharmaceuticals|Diagnostic Agents"
futibatinib,"Breast Feeding|Lactation|Milk, Human|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors"
gadopiclenol,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
ganaxolone,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|GABA Agents"
gemtuzumab_ozo,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Antineoplastic Agents, Immunological|Immunotoxins"
glucagon,Breast Feeding|Lactation|Gastrointestinal Agents|Hormones
granisetron,Breast Feeding|Lactation|Antiemetics|Gastrointestinal Agents|Serotonin Antagonists|Serotonin 5-HT3 Receptor Antagonists
ibrexafungerp,Breast Feeding|Lactation|Antifungal Agents
icatibant,"Breast Feeding|Lactation|Milk, Human|Bradykinin Receptor Antagonists|Bradykinin B2 Receptor Antagonists"
ifosfamide,Breast Feeding|Lactation|Antineoplastic Agents|Alkylating Agents
imdevimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Antibodies, Viral|Antiviral Agents"
imiquimod,"Breast Feeding|Lactation|Adjuvants, Immunologic|Antineoplastic Agents|Interferon Inducers"
inclisiran,"Breast Feeding|Lactation|Milk, Human|Anticholesteremic Agents|Antilipemic Agents"
indocyanine_green,Breast Feeding|Lactation|Coloring Agents|Diagnostic Agents
