drug name,drug class
Nebivolol,drug class is Breast Feeding and Lactation and Adrenergic beta-Antagonists and Antihypertensive Agents and Vasodilator Agents.generate smile image.
Tinzaparin,drug class is Breast Feeding and Lactation and Anticoagulants and Low Molecular Weight Heparin.generate smile image.
Chamomile,drug class is Breast Feeding and Lactation and Complementary Therapies and Phytotherapy and Plants  Medicinal.generate smile image.
Dicloxacillin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Penicillins.generate smile image.
Rilpivirine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Enfuvirtide,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV Fusion Inhibitors.generate smile image.
Pregabalin,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics and Anticonvulsants.generate smile image.
Diflorasone,drug class is Breast Feeding and Lactation and Corticosteroids  Topical and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Basil,drug class is Breast Feeding and Lactation and Complementary Therapies and Food and Phytotherapy and Plants  Medicinal.generate smile image.
Geranium,drug class is Breast Feeding and Lactation and Complementary Therapies and Phytotherapy and Plants  Medicinal.generate smile image.
Diflunisal,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Nutmeg,drug class is Breast Feeding and Lactation and Complementary Therapies and Phytotherapy and Plants  Medicinal.generate smile image.
Lanolin,drug class is Breast Feeding and Lactation and Milk  Human and Cosmetics and Pharmaceutic Aids and Waxes.generate smile image.
Green Tea,drug class is Breast Feeding and Lactation and Complementary Therapies and Food and Phytotherapy and Plants  Medicinal.generate smile image.
Stevia,drug class is Breast Feeding and Lactation and Plants  Medicinal and Sweetening Agents.generate smile image.
Creatine,drug class is Breast Feeding and Lactation and Complementary Therapies.generate smile image.
Clobazam,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Benzodiazepines.generate smile image.
Chondroitin,drug class is Breast Feeding and Lactation and Complementary Therapies and Glycosaminoglycans.generate smile image.
Calendula,drug class is Breast Feeding and Lactation and Complementary Therapies and Phytotherapy and Plants  Medicinal.generate smile image.
Rhubarb,drug class is Breast Feeding and Lactation and Cathartics and Complementary Therapies and Food and Phytotherapy and Plants  Medicinal.generate smile image.
Melatonin,drug class is Breast Feeding and Lactation and Milk  Human and Complementary Therapies and Central Nervous System Depressants and Antioxidants.generate smile image.
Levocarnitine,drug class is Breast Feeding and Lactation and Complementary Therapies.generate smile image.
Dimenhydrinate,drug class is Breast Feeding and Lactation and Antihistamines and Antiemetics and Gastrointestinal Agents.generate smile image.
Glucosamine,drug class is Breast Feeding and Lactation and Complementary Therapies.generate smile image.
Gentian Violet,drug class is Breast Feeding and Lactation and Anti-Infective Agents  Local.generate smile image.
SAM-e,drug class is Breast Feeding and Lactation and Complementary Therapies.generate smile image.
Diphenhydramine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Resveratrol,drug class is Breast Feeding and Lactation and Complementary Therapies.generate smile image.
Salsalate,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Choline Magnesium Salicylate,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Disopyramide,drug class is Breast Feeding and Lactation and Milk  Human and Antiarrhythmics.generate smile image.
Flaxseed,drug class is Breast Feeding and Lactation and Milk  Human and Complementary Therapies and Food and Galactogogues and Laxatives and Oils and Phytotherapy and Plants  Medicinal.generate smile image.
Glucomannan,drug class is Breast Feeding and Lactation and Complementary Therapies and Phytotherapy and Plants  Medicinal.generate smile image.
Dorzolamide,drug class is Breast Feeding and Lactation and Antiglaucoma Agents and Carbonic Anhydrase Inhibitors.generate smile image.
Peony,drug class is Breast Feeding and Lactation and Complementary Therapies and Phytotherapy and Plants  Medicinal.generate smile image.
Beta-Carotene,drug class is Breast Feeding and Lactation and Milk  Human and Complementary Therapies and Carotenoids and Food and Vitamins.generate smile image.
Retapamulin,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents  Local and Anti-Bacterial Agents.generate smile image.
Sodium Phosphate,drug class is Breast Feeding and Lactation and Cathartics and Electrolyte and Gastrointestinal Agents and Minerals.generate smile image.
Tafluprost,drug class is Breast Feeding and Lactation and Milk  Human and Antiglaucoma Agents and Prostaglandins.generate smile image.
Doxorubicin,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Antibiotics  Antineoplastic and Topoisomerase II Inhibitors.generate smile image.
Fluorouracil,drug class is Breast Feeding and Lactation and Antimetabolites and Antineoplastic Agents and Antimetabolites  Antineoplastic and Immunosuppressive Agents.generate smile image.
Gadobutrol,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Ioflupane I 123,drug class is Breast Feeding and Lactation and Radiopharmaceuticals and Iodine Radioisotopes and Diagnostic Agents.generate smile image.
Indacaterol,drug class is Breast Feeding and Lactation and Anti-Asthmatic Agents and Beta Adrenergic Agonists and Bronchodilator Agents.generate smile image.
Treprostinil,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Prostaglandins.generate smile image.
abrocitinib,drug class is Breast Feeding and Lactation and Milk  Human and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors and Janus Kinase Inhibitors and JAK Inhibitors.generate smile image.
acamprosate,drug class is Breast Feeding and Lactation and Milk  Human and Alcohol Deterrents and Central Nervous System Agents.generate smile image.
agomelatine,drug class is Breast Feeding and Lactation and Antidepressants.generate smile image.
alpelisib,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents.generate smile image.
amdinocillin,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents  Urinary and Anti-Bacterial Agents and Beta-Lactams and Penicillins.generate smile image.
aminolevulinic,drug class is Breast Feeding and Lactation and Milk  Human and Dermatologic Agents and Photosensitizing Agents.generate smile image.
anagrelide,drug class is Breast Feeding and Lactation and Fibrinolytic Agents and Platelet Aggregation Inhibitors.generate smile image.
anidulafungin,drug class is Breast Feeding and Lactation and Milk  Human and Antifungal Agents and Echinocandins.generate smile image.
anthralin,drug class is Breast Feeding and Lactation and Milk  Human and Dermatologic Agents.generate smile image.
asparaginase,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzymes.generate smile image.
atogepant,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics and Calcitonin Gene Related Peptide Receptor Antagonists and CGRP-R Inhibitors.generate smile image.
avapritinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors and Tyrosine Kinase Inhibitors.generate smile image.
avatrombopag,drug class is Breast Feeding and Lactation and Receptors  Thrombopoietin.generate smile image.
berotralstat,drug class is Breast Feeding and Lactation and Milk  Human and Serine Proteinase Inhibitors.generate smile image.
brincidofovir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Antiviral Agents.generate smile image.
brotizolam,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Anti-Anxiety Agents and Benzodiazepines.generate smile image.
cabotegravir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Anti-Retroviral Agents and Antiviral Agents and HIV Integrase Inhibitors.generate smile image.
capmatinib,drug class is Breast Feeding and Lactation and Milk  Human and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors.generate smile image.
capsaicin,drug class is Breast Feeding and Lactation and Analgesics and Catechols.generate smile image.
cedazuridine,drug class is Breast Feeding and Lactation and Antimetabolites and Antineoplastic Agents and Enzyme Inhibitors.generate smile image.
cefiderocol,drug class is Breast Feeding and Lactation and Anti-Bacterial Agents and Anti-Infective Agents and Cephalosporins.generate smile image.
cenobamate,drug class is Breast Feeding and Lactation and Anticonvulsants.generate smile image.
cidofovir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Antiviral Agents.generate smile image.
clascoterone,drug class is Breast Feeding and Lactation and Milk  Human and Androgen Antagonists and Androgen Receptor Antagonists.generate smile image.
clotiazepam,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Anti-Anxiety Agents and Benzodiazepines.generate smile image.
crisaborole,drug class is Breast Feeding and Lactation and Enzyme Inhibitors and Phosphodiesterase Inhibitors.generate smile image.
cyclamate,drug class is Breast Feeding and Lactation and Milk  Human and Artificial Sweeteners and Sweetening Agents.generate smile image.
cytarabine,drug class is Breast Feeding and Lactation and Antimetabolites  Antineoplastic and Immunosuppressive Agents and Nucleosides.generate smile image.
dapivirine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents.generate smile image.
daprodustat,drug class is Breast Feeding and Lactation and Milk  Human and Enzyme Inhibitors and Prolyl-Hydroxylase Inhibitors.generate smile image.
daridorexant,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Orexin Receptor Antagonists and Sleep Aids  Pharmaceutical.generate smile image.
dasiglucagon,drug class is Breast Feeding and Lactation and Gastrointestinal Agents and Hormones.generate smile image.
decitabine,drug class is Breast Feeding and Lactation and Antimetabolites and Antineoplastic Agents and Enzyme Inhibitors.generate smile image.
deucravacitinib,drug class is Breast Feeding and Lactation and Milk  Human and Dermatologic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Tyrosine Kinase Inhibitors and Signal Transduction Inhibitors and Janus Kinase Inhibitors and JAK Inhibitors.generate smile image.
diazoxide,drug class is Breast Feeding and Lactation and Milk  Human and Antihypertensive Agents and Vasodilator Agents and Blood Glucose and Glycemic Control.generate smile image.
dihydroergotamine,drug class is Breast Feeding and Lactation and Analgesics  Non-Narcotic and Dopamine Agonists and Vasoconstrictor Agents.generate smile image.
dimethylsulfone,drug class is Breast Feeding and Lactation and Anti-Inflammatory Agents.generate smile image.
disulfiram,drug class is Breast Feeding and Lactation and Milk  Human and Alcohol Deterrents and Acetaldehyde Dehydrogenase Inhibitors.generate smile image.
dolasetron,drug class is Breast Feeding and Lactation and Antiemetics and Gastrointestinal Agents and Serotonin Antagonists and Serotonin 5-HT3 Receptor Antagonists.generate smile image.
dyclonine,drug class is Breast Feeding and Lactation and Anesthetics  Local.generate smile image.
ebastine,drug class is Breast Feeding and Lactation and Antihistamines and Nonsedating Antihistamines.generate smile image.
ecallantide,drug class is Breast Feeding and Lactation and Analgesics and Anti-Inflammatory Agents  Non-Steroidal and Kallikreins.generate smile image.
elapegademase,drug class is Breast Feeding and Lactation and Enzymes and Enzyme Replacement Therapy and Adenosine Deaminase Inhibitors.generate smile image.
eliglustat,drug class is Breast Feeding and Lactation and Enzyme Inhibitors and Glycoside Hydrolase Inhibitors.generate smile image.
eltrombopag,drug class is Breast Feeding and Lactation and Milk  Human and Receptors  Thrombopoietin.generate smile image.
eplerenone,drug class is Breast Feeding and Lactation and Milk  Human and Antihypertensive Agents and Mineralocorticoid Receptor Antagonists.generate smile image.
erdafitinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors.generate smile image.
eribulin,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Antimitotic Agents.generate smile image.
etizolam,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Anti-Anxiety Agents and Benzodiazepines.generate smile image.
favipiravir,drug class is Breast Feeding and Lactation and Milk  Human and Antiviral Agents.generate smile image.
febuxostat,drug class is Breast Feeding and Lactation and Antigout Agents and Gout Suppressants.generate smile image.
fedratinib,drug class is Breast Feeding and Lactation and Enzyme Inhibitors and Protein Kinase Inhibitors and Tyrosine Kinase Inhibitors and Signal Transduction Inhibitors and Janus Kinase Inhibitors and JAK Inhibitors.generate smile image.
finerenone,drug class is Breast Feeding and Lactation and Mineralocorticoid Receptor Antagonists.generate smile image.
futibatinib,drug class is Breast Feeding and Lactation and Milk  Human and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors.generate smile image.
gadopiclenol,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
ganaxolone,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and GABA Agents.generate smile image.
glucagon,drug class is Breast Feeding and Lactation and Gastrointestinal Agents and Hormones.generate smile image.
granisetron,drug class is Breast Feeding and Lactation and Antiemetics and Gastrointestinal Agents and Serotonin Antagonists and Serotonin 5-HT3 Receptor Antagonists.generate smile image.
ibrexafungerp,drug class is Breast Feeding and Lactation and Antifungal Agents.generate smile image.
icatibant,drug class is Breast Feeding and Lactation and Milk  Human and Bradykinin Receptor Antagonists and Bradykinin B2 Receptor Antagonists.generate smile image.
ifosfamide,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Alkylating Agents.generate smile image.
imiquimod,drug class is Breast Feeding and Lactation and Adjuvants  Immunologic and Antineoplastic Agents and Interferon Inducers.generate smile image.
inclisiran,drug class is Breast Feeding and Lactation and Milk  Human and Anticholesteremic Agents and Antilipemic Agents.generate smile image.
infigratinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Receptor  Fibroblast Growth Factor  Type 1.generate smile image.
larotrectinib,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors.generate smile image.
lasmiditan,drug class is Breast Feeding and Lactation and Serotonin Receptor Agonists and Serotonin 5-HT1 Receptor Agonists and Vasoconstrictor Agents.generate smile image.
lefamulin,drug class is Breast Feeding and Lactation and Anti-Bacterial Agents and Anti-Infective Agents.generate smile image.
lemborexant,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Orexin Receptor Antagonists and Sleep Aids  Pharmaceutical.generate smile image.
lenacapavir,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and HIV capsid inhibitors.generate smile image.
leniolisib,drug class is Breast Feeding and Lactation and Milk  Human and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors.generate smile image.
leucovorin,drug class is Breast Feeding and Lactation and Milk  Human and Antidotes and Vitamin B Complex and Vitamins.generate smile image.
levamisole,drug class is Breast Feeding and Lactation.generate smile image.
lumateperone,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
lusutrombopag,drug class is Breast Feeding and Lactation and Receptors  Thrombopoietin.generate smile image.
maralixibat,drug class is Breast Feeding and Lactation and Milk  Human.generate smile image.
mechlorethamine,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Alkylating Agents and Irritants.generate smile image.
mesna,drug class is Breast Feeding and Lactation and Milk  Human and Protective Agents.generate smile image.
methylnaltrexone,drug class is Breast Feeding and Lactation and Narcotic Antagonists.generate smile image.
micafungin,drug class is Breast Feeding and Lactation and Milk  Human and Antifungal Agents and Echinocandins.generate smile image.
miglustat,drug class is Breast Feeding and Lactation and Enzyme Inhibitors and Glycoside Hydrolase Inhibitors.generate smile image.
mirabegron,drug class is Breast Feeding and Lactation.generate smile image.
molnupiravir,drug class is Breast Feeding and Lactation and Milk  Human and Antiviral Agents and Nucleosides.generate smile image.
niclosamide,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antiparasitic Agents and Anthelmintics and Anticestodal Agents and Antinematodal Agents and Molluscacides.generate smile image.
nirmatrelvir,drug class is Breast Feeding and Lactation and Milk  Human and Antiviral Agents and Protease Inhibitors.generate smile image.
nitisinone,drug class is Breast Feeding and Lactation and Enzyme Inhibitors.generate smile image.
olutasidenib,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Enzyme Inhibitors and Isocitrate dehydrogenase-1 inhibitors.generate smile image.
omaveloxolone,drug class is Breast Feeding and Lactation and Milk  Human.generate smile image.
orphenadrine,drug class is Breast Feeding and Lactation and Antiparkinson Agents and Cholinergic Antagonists and Muscle Relaxants  Central and Parasympatholytics and Muscarinic Antagonists.generate smile image.
osilodrostat,drug class is Breast Feeding and Lactation and Enzyme Inhibitors.generate smile image.
oteseconazole,drug class is Breast Feeding and Lactation and Milk  Human and Antifungal Agents and Dermatologic Agents.generate smile image.
oxaliplatin,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Platinum Compounds.generate smile image.
ozanimod,drug class is Breast Feeding and Lactation and Immunosuppressive Agents and Sphingosine 1 Phosphate Receptor Modulators.generate smile image.
pacritinib,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Enzyme Inhibitors and Janus Kinase Inhibitors and JAK Inhibitors and Signal Transduction Inhibitors and Protein Kinase Inhibitors.generate smile image.
palonosetron,drug class is Breast Feeding and Lactation and Antiemetics and Gastrointestinal Agents and Serotonin Antagonists and Serotonin 5-HT3 Receptor Antagonists.generate smile image.
pegaptanib,drug class is Breast Feeding and Lactation and Aptamers  Nucleotide.generate smile image.
pegaspargase,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Enzymes.generate smile image.
pemigatinib,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors.generate smile image.
periciazine,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents and Phenothiazines.generate smile image.
pexidartinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors and Tyrosine Kinase Inhibitors.generate smile image.
phentermine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Obesity Agents.generate smile image.
phenylbutyrate,drug class is Breast Feeding and Lactation and Milk  Human and Urea Cycle Disorders.generate smile image.
pimavanserin,drug class is Breast Feeding and Lactation and Milk  Human and Antiparkinson Agents and Antipsychotic Agents and Serotonin 5-HT2 Receptor Antagonists.generate smile image.
pirtobrutinib,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors.generate smile image.
pitolisant,drug class is Breast Feeding and Lactation and Milk  Human and Histamine H3 Antagonists and Wakefulness-Promoting Agents.generate smile image.
polidocanol,drug class is Breast Feeding and Lactation and Milk  Human and Detergents and Sclerosing Solutions and Sclerotherapies and Surface-Active Agents.generate smile image.
pomalidomide,drug class is Breast Feeding and Lactation and Immunosuppressive Agents and Angiogenesis Inhibitors.generate smile image.
ponesimod,drug class is Breast Feeding and Lactation and Immunosuppressive Agents and Sphingosine 1 Phosphate Receptor Modulators.generate smile image.
pralsetinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors.generate smile image.
pramoxine,drug class is Breast Feeding and Lactation and Anesthetics  Local.generate smile image.
pretomanid,drug class is Breast Feeding and Lactation and Milk  Human and Anti-infective Agents and Antitubercular Agents.generate smile image.
radium-223,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Radiopharmaceuticals and Radionuclides and Radium.generate smile image.
remimazolam,drug class is Breast Feeding and Lactation and Hypnotics and Sedatives and Benzodiazepines and Anesthetics  Intravenous.generate smile image.
rezafungin,drug class is Breast Feeding and Lactation and Milk  Human and Antifungal Agents and Echinocandins.generate smile image.
rimantadine,drug class is Breast Feeding and Lactation and Antiviral Agents and Nucleic Acid Synthesis Inhibitors.generate smile image.
rimegepant,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics and Calcitonin Gene Related Peptide Receptor Antagonists and CGRP-R Inhibitors.generate smile image.
riociguat,drug class is Breast Feeding and Lactation and Enzyme Activators.generate smile image.
ripretinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors and Tyrosine Kinase Inhibitors.generate smile image.
roflumilast,drug class is Breast Feeding and Lactation and Phosphodiesterase 4 Inhibitors.generate smile image.
romiplostim,drug class is Breast Feeding and Lactation and Milk  Human and Recombinant Fusion Proteins and Thrombopoietin.generate smile image.
sapropterin,drug class is Breast Feeding and Lactation and Coenzymes.generate smile image.
selpercatinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors and Tyrosine Kinase Inhibitors.generate smile image.
somapacitan,drug class is Breast Feeding and Lactation and Human Growth Hormone.generate smile image.
sotorasib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors.generate smile image.
suvorexant,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Orexin Receptor Antagonists and Sleep Aids  Pharmaceutical.generate smile image.
tadalafil,drug class is Breast Feeding and Lactation and Phosphodiesterase 5 Inhibitors and Urologic Agents and Vasodilator Agents.generate smile image.
tamsulosin,drug class is Breast Feeding and Lactation and Adrenergic alpha-1 Receptor Antagonists and Urological Agents.generate smile image.
tapinarof,drug class is Breast Feeding and Lactation and Milk  Human and Dermatological Agents.generate smile image.
tasimelteon,drug class is Breast Feeding and Lactation and Central Nervous System Depressants.generate smile image.
tecovirimat,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Infective Agents and Antiviral Agents.generate smile image.
teduglutide,drug class is Breast Feeding and Lactation and Milk  Human and Hypoglycemic Agents and Incretins and Glucagon-Like Peptide-1 Agonists and GLP-1 Agonists.generate smile image.
tegaserod,drug class is Breast Feeding and Lactation and Gastrointestinal Drugs and Serotonin Receptor Agonists.generate smile image.
tenapanor,drug class is Breast Feeding and Lactation and Gastrointestinal Agents and Membrane Transport Modulators and Laxatives.generate smile image.
tepotinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Tyrosine Kinase Inhibitors.generate smile image.
teriparatide,drug class is Breast Feeding and Lactation and Milk  Human and Parathyroid Hormone and Calcium-Regulating Hormones and Agents and Bone Density Conservation Agents.generate smile image.
thiosulfate,drug class is Breast Feeding and Lactation and Milk  Human and Antidotes and Chelating Agents.generate smile image.
tirbanibulin,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Dermatologic Agents.generate smile image.
tirzepatide,drug class is Breast Feeding and Lactation and Milk  Human and Hypoglycemic Agents and Incretins and Glucagon-Like Peptide-1 Agonists and GLP-1 Agonists.generate smile image.
trifarotene,drug class is Breast Feeding and Lactation and Dermatologic Agents and Retinoids.generate smile image.
trofinetide,drug class is Breast Feeding and Lactation and Milk  Human.generate smile image.
tucatinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors and Tyrosine Kinase Inhibitors.generate smile image.
ubrogepant,drug class is Breast Feeding and Lactation and Analgesics and Calcitonin Gene Related Peptide Receptor Antagonists and CGRP-R Inhibitors.generate smile image.
upadacitinib,drug class is Breast Feeding and Lactation and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors and Janus Kinase Inhibitors and JAK Inhibitors.generate smile image.
vardenafil,drug class is Breast Feeding and Lactation and Phosphodiesterase 5 Inhibitors and Urologic Agents and Vasodilator Agents.generate smile image.
vecuronium,drug class is Breast Feeding and Lactation and Muscle Relaxants and Neuromuscular Nondepolarizing Agents.generate smile image.
venetoclax,drug class is Breast Feeding and Lactation and Antineoplastic Agents.generate smile image.
viloxazine,drug class is Breast Feeding and Lactation and Milk  Human and Adrenergic Uptake Inhibitors.generate smile image.
voclosporin,drug class is Breast Feeding and Lactation and Immunosuppressive Agents.generate smile image.
vonoprazan,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Ulcer Agents and Gastrointestinal Agents and Proton Pump Inhibitors.generate smile image.
voriconazole,drug class is Breast Feeding and Lactation and Milk  Human and Antifungal Agents.generate smile image.
voxelotor,drug class is Breast Feeding and Lactation and Hematologic Agents.generate smile image.
zanubrutinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Hematologic Agents and Protein Kinase Inhibitors.generate smile image.
zavegepant,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics and Calcitonin Gene-Related Peptide Receptor Antagonists and CGRP-R Inhibitors.generate smile image.
ziconotide,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Non-Narcotic and Calcium Channel Blockers and Neuroprotective Agents.generate smile image.
zinc,drug class is Breast Feeding and Lactation and Minerals and Elements.generate smile image.
